COD_CLI,CGC_CPF,RAZ_SOCIAL,NOM_FANTASIA,COD_CIDADE,COD_ESTADO,BLOQUEADO,DAT_CADASTRO,COD_GRPCLI
10222,37059038000140,COMERCIAL NOVA ERA LTDA 0222,COMERCIAL NOVA,6,MG,0,2024-02-28 04:21:23,40
10223,09207581000101,DROGA CENTRAL EIRELI 0223,DROGA CENTRAL,2,MG,0,2023-10-26 11:55:43,20
10224,66153005000162,DROGA REAL ME 0224,DROGA REAL,6,GO,0,2015-07-17 10:29:00,40
10225,08276366000108,REDE REAL ME 0225,REDE REAL,8,MG,0,2025-11-26 05:15:06,40
10226,76267559000144,FARMACIA POPULAR COMERCIO LTDA 0226,FARMACIA POPULAR,6,MG,0,2017-03-20 08:26:01,40
10227,83567739000107,FARMA SAUDE ME 0227,FARMA SAUDE,8,MG,0,2015-07-21 13:54:43,40
10228,91002826000145,COMERCIAL SANTA CLARA COMERCIO LTDA 0228,COMERCIAL SANTA,15,MG,0,2021-06-04 17:32:40,30
10229,76608999000118,COMERCIAL SAO PEDRO COMERCIO LTDA 0229,COMERCIAL SAO,9,MG,0,2015-11-16 22:09:34,40
10230,28763696000127,COMERCIAL PLANALTO ME 0230,COMERCIAL PLANALTO,5,GO,0,2024-11-21 10:49:45,30
10231,45825007000180,FARMA IDEAL EIRELI 0231,FARMA IDEAL,3,MG,0,2023-09-02 05:53:18,40
10232,94170494000104,COMERCIAL SANTA CLARA COMERCIO LTDA 0232,COMERCIAL SANTA,14,MG,0,2017-11-08 22:32:56,40
10233,30768400000102,FARMACIA MODELO COMERCIO LTDA 0233,FARMACIA MODELO,10,MG,0,2022-05-20 13:21:59,40
10234,20353345000136,FARMACIA MODELO EIRELI 0234,FARMACIA MODELO,4,MG,0,2021-01-05 00:01:25,40
10235,66597039000146,COMERCIAL NOVA ERA LTDA 0235,COMERCIAL NOVA,10,MG,0,2025-03-03 23:33:02,20
10236,76295049000180,DROGA SAO PEDRO LTDA 0236,DROGA SAO,13,MG,0,2019-09-13 23:55:46,20
10237,38802779000131,DROGA ESPERANCA EIRELI 0237,DROGA ESPERANCA,16,MG,0,2018-07-14 03:43:10,40
10238,46555295000163,COMERCIAL UNIAO EIRELI 0238,COMERCIAL UNIAO,8,MG,1,2019-07-06 14:06:55,40
10239,82189162000184,COMERCIAL SAUDE LTDA 0239,COMERCIAL SAUDE,11,GO,0,2022-06-12 00:16:06,30
10240,59751361000112,DROGA ESTRELA LTDA 0240,DROGA ESTRELA,2,MG,0,2015-09-12 18:38:25,20
10241,95338215000123,COMERCIAL SAUDE LTDA 0241,COMERCIAL SAUDE,12,MG,0,2023-06-27 14:12:44,10
10242,77276816000177,DROGA REAL ME 0242,DROGA REAL,10,MG,0,2019-05-18 19:40:07,40
10243,26679813000143,FARMACIA PLANALTO EIRELI 0243,FARMACIA PLANALTO,7,MG,1,2026-02-16 13:10:23,10
10244,65422700000110,REDE SANTA CLARA ME 0244,REDE SANTA,17,MG,0,2023-08-08 02:21:14,50
10245,56528779000177,FARMA NOVA ERA EIRELI 0245,FARMA NOVA,5,GO,1,2018-05-19 21:20:35,30
10246,41328806000190,FARMA POPULAR ME 0246,FARMA POPULAR,4,MG,0,2015-12-04 13:41:51,40
10247,90315683000169,COMERCIAL MODELO EIRELI 0247,COMERCIAL MODELO,8,MG,0,2016-02-13 16:56:46,50
10248,82284086000196,FARMA SAO PEDRO EIRELI 0248,FARMA SAO,2,GO,0,2018-05-07 15:25:14,40
10249,84121833000109,DROGARIA ESTRELA EIRELI 0249,DROGARIA ESTRELA,9,GO,0,2020-08-15 06:28:39,30
10250,57080963000160,REDE MODELO EIRELI 0250,REDE MODELO,9,MG,0,2020-12-10 23:08:10,10
10251,53924475000130,COMERCIAL ESPERANCA COMERCIO LTDA 0251,COMERCIAL ESPERANCA,4,MG,0,2018-03-15 18:44:31,40
10252,03362119000100,REDE PLANALTO EIRELI 0252,REDE PLANALTO,1,GO,0,2025-05-22 01:08:21,40
10253,60923623000168,COMERCIAL POPULAR COMERCIO LTDA 0253,COMERCIAL POPULAR,8,MG,0,2026-01-02 17:03:04,30
10254,39383740000190,DROGA REAL LTDA 0254,DROGA REAL,12,GO,0,2023-02-06 23:56:32,30
10255,09602757000120,DROGARIA CENTRAL EIRELI 0255,DROGARIA CENTRAL,5,MG,0,2016-11-09 05:36:57,40
10256,02846070000190,DROGARIA VIDA ME 0256,DROGARIA VIDA,8,GO,0,2020-02-29 23:54:15,20
10257,24300807000108,FARMACIA MODELO COMERCIO LTDA 0257,FARMACIA MODELO,9,GO,,2023-02-09 19:22:24,30
10258,06015086000102,COMERCIAL PLANALTO COMERCIO LTDA 0258,COMERCIAL PLANALTO,12,MG,0,2025-07-23 01:33:14,40
10259,70056972000183,COMERCIAL SAUDE COMERCIO LTDA 0259,COMERCIAL SAUDE,10,GO,0,2016-02-09 20:48:29,10
10260,31602546000146,FARMA REAL EIRELI 0260,FARMA REAL,4,MG,1,2016-04-20 03:26:21,50
10261,89765984000105,COMERCIAL IDEAL ME 0261,COMERCIAL IDEAL,1,GO,0,2021-01-05 18:16:34,50
10262,71872360000121,FARMA ESPERANCA EIRELI 0262,FARMA ESPERANCA,15,MG,0,2026-03-19 18:58:32,40
10263,96412634000120,COMERCIAL IDEAL EIRELI 0263,COMERCIAL IDEAL,4,MG,0,2016-10-29 03:20:10,40
10264,33736895000186,FARMA SANTA CLARA ME 0264,FARMA SANTA,2,MG,0,2019-12-14 22:53:54,20
10265,29554294000185,FARMA POPULAR ME 0265,FARMA POPULAR,2,GO,0,2021-12-01 21:06:22,40
10266,30048302000109,DROGARIA PRIME ME 0266,DROGARIA PRIME,1,MG,0,2014-08-17 01:54:12,10
10267,67581445000183,REDE UNIAO LTDA 0267,REDE UNIAO,5,MG,0,2016-08-26 15:23:59,40
10268,16140014000140,FARMACIA UNIAO ME 0268,FARMACIA UNIAO,18,MG,1,2016-06-29 04:34:38,10
10269,84101943000109,FARMACIA SAO PEDRO EIRELI 0269,FARMACIA SAO,11,MG,0,2019-01-05 18:09:03,50
10270,01989557000160,FARMACIA PLANALTO EIRELI 0270,FARMACIA PLANALTO,5,MG,1,2020-03-23 14:23:27,10
10271,17718562000178,DROGARIA SAO PEDRO ME 0271,DROGARIA SAO,6,MG,0,2021-12-19 07:50:32,30
10272,14313355000145,DROGA ESPERANCA EIRELI 0272,DROGA ESPERANCA,1,MG,0,2024-09-23 16:38:15,30
10273,58715873000160,FARMACIA SANTA CLARA LTDA 0273,FARMACIA SANTA,1,MG,0,2025-03-01 16:46:10,10
10274,65616831000138,COMERCIAL REAL LTDA 0274,COMERCIAL REAL,5,MG,0,2019-04-14 13:33:29,30
10275,20850880000100,FARMA ESTRELA EIRELI 0275,FARMA ESTRELA,3,MG,0,2018-09-22 09:33:17,40
10276,91849655000194,REDE VIDA COMERCIO LTDA 0276,REDE VIDA,17,MG,,2016-07-12 07:07:51,40
10277,76027898000153,FARMACIA CENTRAL EIRELI 0277,FARMACIA CENTRAL,9,GO,0,2017-01-01 09:31:45,20
10278,98845328000103,COMERCIAL SAO PEDRO LTDA 0278,COMERCIAL SAO,15,MG,1,2015-06-21 11:56:54,40
10279,30770082000114,FARMA REAL LTDA 0279,FARMA REAL,16,MG,0,2020-08-22 14:48:59,30
10280,84875159000140,COMERCIAL ESTRELA LTDA 0280,COMERCIAL ESTRELA,16,MG,0,2024-11-23 20:56:15,10
10281,67100831000106,DROGA SAUDE LTDA 0281,DROGA SAUDE,3,MG,0,2026-05-19 14:16:24,10
10282,05001967000101,DROGA PLANALTO EIRELI 0282,DROGA PLANALTO,5,MG,0,2025-02-10 19:30:20,40
10283,77070633000109,REDE AURORA EIRELI 0283,REDE AURORA,7,GO,0,2018-10-03 00:09:40,40
10284,88491925000123,REDE REAL LTDA 0284,REDE REAL,15,MG,0,2019-01-26 13:15:50,40
10285,82642590000110,COMERCIAL PLANALTO ME 0285,COMERCIAL PLANALTO,4,MG,0,2017-03-12 16:14:00,40
10286,94953066000140,FARMA ESPERANCA COMERCIO LTDA 0286,FARMA ESPERANCA,7,GO,0,2018-08-26 09:24:32,40
10287,29294987000186,FARMA MODELO COMERCIO LTDA 0287,FARMA MODELO,6,GO,0,2020-10-18 23:01:03,30
10288,85946191000131,DROGA REAL EIRELI 0288,DROGA REAL,4,MG,0,2024-09-01 02:37:54,50
10289,62758123000143,DROGA IDEAL ME 0289,DROGA IDEAL,11,GO,1,2022-02-06 16:55:22,20
10290,21284865000105,FARMA POPULAR LTDA 0290,FARMA POPULAR,11,GO,0,2019-08-19 11:31:18,40
10291,57650981000130,DROGARIA REAL LTDA 0291,DROGARIA REAL,3,MG,0,2020-09-15 14:56:40,50
10292,33842353000198,COMERCIAL IDEAL ME 0292,COMERCIAL IDEAL,12,GO,0,2016-09-23 18:17:12,30
10293,49889314000186,DROGARIA PLANALTO EIRELI 0293,DROGARIA PLANALTO,9,GO,1,2022-01-31 09:38:26,40
10294,68783924000145,DROGARIA REAL EIRELI 0294,DROGARIA REAL,11,GO,0,2017-09-17 01:03:55,10
10295,61223633000153,COMERCIAL CENTRAL EIRELI 0295,COMERCIAL CENTRAL,14,MG,0,2020-07-29 03:26:12,10
10296,56227418000190,DROGA VIDA ME 0296,DROGA VIDA,10,MG,0,2024-08-29 07:41:38,20
10297,55744530000136,COMERCIAL HORIZONTE ME 0297,COMERCIAL HORIZONTE,3,GO,0,2017-01-02 02:33:11,20
10298,40672323000146,DROGA PLANALTO EIRELI 0298,DROGA PLANALTO,2,GO,0,2015-12-09 19:34:48,10
10299,05184685000197,DROGA ESPERANCA COMERCIO LTDA 0299,DROGA ESPERANCA,4,MG,0,2023-09-17 07:37:25,30
10300,29315838000156,REDE PLANALTO LTDA 0300,REDE PLANALTO,18,MG,0,2015-04-05 08:09:06,40
10301,02070194000127,DROGARIA BOM PRECO EIRELI 0301,DROGARIA BOM,9,MG,0,2021-11-24 07:09:03,40
10302,02660752000104,DROGA IDEAL LTDA 0302,DROGA IDEAL,10,MG,0,2018-10-10 09:09:13,40
10303,39650016000185,FARMACIA MODELO LTDA 0303,FARMACIA MODELO,6,MG,1,2023-08-04 02:06:11,50
10304,78837488000101,COMERCIAL SAO PEDRO LTDA 0304,COMERCIAL SAO,3,GO,0,2018-07-18 13:52:22,50
10305,86257175000102,FARMACIA MODELO COMERCIO LTDA 0305,FARMACIA MODELO,17,MG,0,2025-10-12 18:40:52,40
10306,77462410000189,DROGA BOM PRECO EIRELI 0306,DROGA BOM,8,GO,0,2025-10-19 11:24:00,30
10307,02757417000129,COMERCIAL PRIME LTDA 0307,COMERCIAL PRIME,10,MG,0,2024-11-04 13:55:06,30
10308,40328047000101,FARMACIA BOM PRECO LTDA 0308,FARMACIA BOM,2,MG,0,2016-05-21 23:42:58,20
10309,57344760000133,DROGA ESTRELA COMERCIO LTDA 0309,DROGA ESTRELA,3,MG,0,2019-05-19 16:20:11,50
10310,29519366000153,REDE ESTRELA COMERCIO LTDA 0310,REDE ESTRELA,8,GO,0,2018-11-06 12:35:43,30
10311,64021022000110,FARMACIA AURORA LTDA 0311,FARMACIA AURORA,9,MG,0,2021-02-05 15:34:25,40
10312,95818520000112,FARMA VIDA EIRELI 0312,FARMA VIDA,12,MG,0,2021-12-20 22:27:23,40
10313,15505735000144,REDE NOVA ERA LTDA 0313,REDE NOVA,16,MG,0,2022-03-01 18:26:39,40
10314,32047690000120,FARMA CENTRAL LTDA 0314,FARMA CENTRAL,8,MG,0,2023-12-24 09:55:47,40
10315,47675202000105,DROGA UNIAO ME 0315,DROGA UNIAO,4,GO,0,2015-01-29 23:01:06,40
10316,77400480000102,DROGA PRIME LTDA 0316,DROGA PRIME,9,MG,0,2019-02-13 19:18:10,30
10317,23821181000112,FARMA REAL ME 0317,FARMA REAL,1,GO,0,2016-07-22 14:52:57,30
10318,59478429000131,FARMA PLANALTO ME 0318,FARMA PLANALTO,3,GO,,2024-05-11 10:02:45,10
10319,75899673000124,REDE IDEAL LTDA 0319,REDE IDEAL,17,MG,0,2024-09-05 15:55:10,20
10320,56084855000100,COMERCIAL CENTRAL COMERCIO LTDA 0320,COMERCIAL CENTRAL,13,MG,0,2017-05-23 12:43:41,40
10321,95367442000187,FARMA POPULAR EIRELI 0321,FARMA POPULAR,1,GO,0,2016-09-15 07:19:04,40
10322,19657525000122,FARMA MODELO COMERCIO LTDA 0322,FARMA MODELO,10,GO,0,2023-07-14 19:53:15,40
10323,09181368000178,DROGARIA MODELO LTDA 0323,DROGARIA MODELO,10,MG,0,2024-02-23 02:14:14,40
10324,97710052000193,FARMACIA ESTRELA EIRELI 0324,FARMACIA ESTRELA,6,GO,0,2016-09-14 08:01:47,40
10325,33044611000190,FARMA VIDA ME 0325,FARMA VIDA,2,GO,0,2026-06-08 23:46:02,40
10326,02616496000158,REDE MODELO LTDA 0326,REDE MODELO,14,MG,0,2019-10-03 15:01:04,10
10327,19498954000102,DROGA PRIME ME 0327,DROGA PRIME,13,MG,0,2019-10-13 05:16:59,10
10328,67239842000171,FARMACIA POPULAR LTDA 0328,FARMACIA POPULAR,11,MG,1,2023-03-09 08:09:06,40
10329,29504525000146,REDE UNIAO EIRELI 0329,REDE UNIAO,17,MG,0,2018-01-02 06:19:51,40
10330,77294666000124,COMERCIAL SAUDE ME 0330,COMERCIAL SAUDE,12,MG,0,2019-07-25 07:33:25,30
10331,63885308000181,FARMACIA SANTA CLARA ME 0331,FARMACIA SANTA,4,MG,0,2024-04-23 02:58:35,40
10332,43074916000107,REDE SAUDE LTDA 0332,REDE SAUDE,6,MG,0,2022-07-01 05:47:44,30
10333,59777145000146,COMERCIAL HORIZONTE COMERCIO LTDA 0333,COMERCIAL HORIZONTE,6,MG,0,2015-12-30 09:28:57,50
10334,64910084000183,COMERCIAL PRIME EIRELI 0334,COMERCIAL PRIME,15,MG,0,2023-10-19 09:25:42,20
10335,55892506000144,FARMA POPULAR COMERCIO LTDA 0335,FARMA POPULAR,3,GO,0,2018-02-04 17:30:09,30
10336,25163659000190,COMERCIAL NOVA ERA EIRELI 0336,COMERCIAL NOVA,15,MG,0,2016-05-21 05:15:45,20
10337,69453368000101,DROGA AURORA LTDA 0337,DROGA AURORA,2,MG,0,2026-02-09 17:05:16,10
10338,79575843000176,FARMA ESTRELA LTDA 0338,FARMA ESTRELA,5,GO,0,2026-02-12 07:37:53,50
10339,14151530000145,DROGA NOVA ERA LTDA 0339,DROGA NOVA,1,GO,0,2022-03-23 17:32:50,50
10340,54420006000147,REDE AURORA COMERCIO LTDA 0340,REDE AURORA,3,MG,0,2024-02-13 00:48:12,40
10341,04900642000106,REDE PLANALTO LTDA 0341,REDE PLANALTO,15,MG,0,2023-03-07 13:56:27,40
10342,13564892000103,REDE UNIAO EIRELI 0342,REDE UNIAO,15,MG,0,2017-01-22 17:06:48,30
10343,61771863000157,FARMA AURORA ME 0343,FARMA AURORA,10,GO,0,2023-01-18 22:24:28,50
10344,19568929000140,FARMA VIDA EIRELI 0344,FARMA VIDA,1,GO,0,2020-05-19 05:39:47,40
10345,10797216000183,REDE BOM PRECO LTDA 0345,REDE BOM,3,MG,0,2020-10-18 20:20:15,40
10346,60630192000141,COMERCIAL ESTRELA COMERCIO LTDA 0346,COMERCIAL ESTRELA,8,MG,0,2015-04-24 13:26:16,20
10347,69542796000100,REDE BOM PRECO EIRELI 0347,REDE BOM,17,MG,0,2022-10-13 17:07:00,50
10348,56798144000190,DROGA MODELO COMERCIO LTDA 0348,DROGA MODELO,6,GO,0,2014-12-19 11:04:30,50
10349,41145086000128,COMERCIAL CENTRAL EIRELI 0349,COMERCIAL CENTRAL,6,GO,1,2020-09-03 06:35:13,40
10350,39675344000136,DROGA VIDA COMERCIO LTDA 0350,DROGA VIDA,3,MG,0,2015-06-03 10:26:08,50
10351,02549882000174,DROGA SAUDE EIRELI 0351,DROGA SAUDE,5,GO,0,2024-05-08 02:13:33,50
10352,92599610000171,DROGARIA SAUDE EIRELI 0352,DROGARIA SAUDE,999,GO,0,2025-10-08 03:45:02,50
10353,36842719000117,COMERCIAL MODELO ME 0353,COMERCIAL MODELO,10,MG,0,2016-08-31 14:08:34,40
10354,87227820000107,DROGA PLANALTO COMERCIO LTDA 0354,DROGA PLANALTO,3,MG,0,2014-09-29 15:03:31,50
10355,70828530000108,FARMACIA AURORA LTDA 0355,FARMACIA AURORA,11,MG,0,2025-06-10 13:13:11,40
10356,70209075000162,COMERCIAL REAL EIRELI 0356,COMERCIAL REAL,11,GO,0,2025-01-26 11:22:38,10
10357,58754851000100,DROGA NOVA ERA ME 0357,DROGA NOVA,1,GO,0,2018-09-10 22:47:28,40
10358,67727596000105,DROGA HORIZONTE ME 0358,DROGA HORIZONTE,7,MG,0,2020-10-05 07:31:59,50
10359,81450195000173,FARMACIA SAUDE LTDA 0359,FARMACIA SAUDE,4,GO,0,2023-02-27 10:22:01,20
10360,32241859000189,DROGARIA AURORA LTDA 0360,DROGARIA AURORA,10,MG,0,2026-01-26 12:31:40,
10361,13546147000123,REDE SAUDE COMERCIO LTDA 0361,REDE SAUDE,11,MG,0,2017-09-27 12:27:15,40
10362,95594338000125,FARMACIA BOM PRECO ME 0362,FARMACIA BOM,5,MG,0,2021-09-25 06:33:18,
10363,90206523000181,DROGARIA REAL EIRELI 0363,DROGARIA REAL,15,MG,0,2025-11-12 18:36:20,30
10364,30938988000103,FARMA NOVA ERA COMERCIO LTDA 0364,FARMA NOVA,8,MG,0,2021-05-24 03:18:52,20
10365,02318695000180,REDE ESPERANCA EIRELI 0365,REDE ESPERANCA,8,MG,0,2018-09-24 07:14:34,30
10366,86686352000168,FARMACIA IDEAL COMERCIO LTDA 0366,FARMACIA IDEAL,16,MG,0,2015-11-21 03:08:30,
10367,36181513000193,DROGA MODELO COMERCIO LTDA 0367,DROGA MODELO,15,MG,0,2018-08-01 08:35:53,40
10368,53582684000143,FARMACIA SAUDE EIRELI 0368,FARMACIA SAUDE,3,GO,0,2022-06-21 22:29:29,10
10369,07727595000120,COMERCIAL HORIZONTE EIRELI 0369,COMERCIAL HORIZONTE,2,MG,0,2026-03-17 07:51:23,30
10370,17406476000120,DROGARIA AURORA LTDA 0370,DROGARIA AURORA,9,GO,0,2014-11-10 11:51:13,40
10371,85889151000103,DROGARIA BOM PRECO EIRELI 0371,DROGARIA BOM,10,MG,0,2016-01-23 07:42:49,40
10372,98470507000103,REDE SAUDE COMERCIO LTDA 0372,REDE SAUDE,15,MG,0,2021-02-02 09:55:52,10
10373,20064871000186,FARMACIA ESTRELA EIRELI 0373,FARMACIA ESTRELA,2,GO,0,2024-11-08 11:33:19,40
10374,22174220000174,FARMA CENTRAL COMERCIO LTDA 0374,FARMA CENTRAL,1,MG,0,2020-11-11 06:35:49,30
10375,03769920000167,REDE IDEAL ME 0375,REDE IDEAL,999,GO,0,2020-10-14 17:22:42,40
10376,55308817000113,DROGARIA IDEAL ME 0376,DROGARIA IDEAL,7,GO,0,2017-11-11 15:12:24,
10377,79879665000177,DROGA VIDA EIRELI 0377,DROGA VIDA,1,GO,1,2018-12-10 16:19:42,10
10378,74219842000175,FARMACIA CENTRAL EIRELI 0378,FARMACIA CENTRAL,5,MG,0,2023-10-18 23:18:18,40
10379,79882711000197,COMERCIAL SAUDE COMERCIO LTDA 0379,COMERCIAL SAUDE,16,MG,0,2016-10-02 08:46:05,40
10380,25465226000199,REDE SAO PEDRO LTDA 0380,REDE SAO,8,GO,0,2026-03-30 13:58:24,30
10381,23214635000197,DROGA UNIAO ME 0381,DROGA UNIAO,1,GO,0,2025-10-30 11:26:40,30
10382,02044032000114,COMERCIAL AURORA COMERCIO LTDA 0382,COMERCIAL AURORA,9,GO,0,2017-10-29 13:07:54,30
10383,71647848000155,DROGA ESPERANCA EIRELI 0383,DROGA ESPERANCA,2,GO,0,2021-03-05 19:15:48,40
10384,14689338000107,DROGARIA ESPERANCA COMERCIO LTDA 0384,DROGARIA ESPERANCA,4,MG,0,2016-07-13 01:59:38,40
10385,04170787000190,DROGARIA VIDA COMERCIO LTDA 0385,DROGARIA VIDA,15,MG,1,2022-09-14 03:24:53,40
10386,57704724000133,DROGARIA AURORA ME 0386,DROGARIA AURORA,18,MG,0,2025-11-23 06:43:57,30
10387,79473832000185,FARMACIA NOVA ERA COMERCIO LTDA 0387,FARMACIA NOVA,12,GO,0,2023-04-17 21:19:40,40
10388,34945018000188,REDE IDEAL ME 0388,REDE IDEAL,1,MG,0,2016-03-06 11:05:56,40
10389,06737822000136,FARMACIA POPULAR EIRELI 0389,FARMACIA POPULAR,14,MG,0,2018-09-16 23:11:48,30
10390,76103126000153,REDE PLANALTO LTDA 0390,REDE PLANALTO,3,MG,0,2025-03-08 21:49:23,30
10391,48919125000146,FARMA CENTRAL COMERCIO LTDA 0391,FARMA CENTRAL,13,MG,0,2020-11-16 10:38:10,10
10392,35854985000105,DROGA SAO PEDRO EIRELI 0392,DROGA SAO,12,MG,0,2019-06-07 01:33:54,50
10393,60049070000166,DROGA ESPERANCA LTDA 0393,DROGA ESPERANCA,3,MG,0,2015-02-07 15:27:29,40
10394,49981377000168,FARMACIA CENTRAL EIRELI 0394,FARMACIA CENTRAL,11,MG,0,2025-08-23 21:59:28,50
10395,91446857000195,DROGA BOM PRECO COMERCIO LTDA 0395,DROGA BOM,18,MG,1,2020-08-05 07:34:47,50
10396,54451526000117,COMERCIAL BOM PRECO ME 0396,COMERCIAL BOM,16,MG,0,2015-07-12 09:48:23,40
10397,47424637000179,COMERCIAL ESTRELA LTDA 0397,COMERCIAL ESTRELA,3,MG,1,2026-07-25 12:58:25,40
10398,16671368000111,FARMACIA CENTRAL ME 0398,FARMACIA CENTRAL,10,MG,0,2016-10-15 14:14:48,50
10399,33035116000115,DROGA NOVA ERA COMERCIO LTDA 0399,DROGA NOVA,2,MG,0,2022-04-30 06:35:54,40
10400,54666052000120,FARMA SANTA CLARA LTDA 0400,FARMA SANTA,18,MG,0,2024-12-04 02:04:54,20
10401,24963452000137,DROGA IDEAL LTDA 0401,DROGA IDEAL,7,MG,0,2021-10-07 07:02:27,20
10402,61957633000187,DROGA SANTA CLARA LTDA 0402,DROGA SANTA,11,GO,0,2018-06-06 09:18:00,40
10403,54526624000176,FARMA MODELO COMERCIO LTDA 0403,FARMA MODELO,6,GO,0,2018-06-11 05:24:02,50
10404,27953851000105,DROGA BOM PRECO COMERCIO LTDA 0404,DROGA BOM,13,MG,0,2025-04-02 04:19:02,30
10405,47165914000176,FARMA IDEAL EIRELI 0405,FARMA IDEAL,12,GO,0,2025-01-11 07:46:31,50
10406,37325786000127,COMERCIAL REAL LTDA 0406,COMERCIAL REAL,3,MG,0,2024-10-03 05:11:12,30
10407,48302569000138,REDE BOM PRECO EIRELI 0407,REDE BOM,7,GO,0,2026-05-12 15:09:36,40
10408,62896292000140,DROGARIA POPULAR EIRELI 0408,DROGARIA POPULAR,11,MG,0,2021-07-12 05:28:02,40
10409,22300303000162,DROGA NOVA ERA COMERCIO LTDA 0409,DROGA NOVA,11,GO,0,2015-05-06 11:40:21,20
10410,14527839000197,FARMACIA ESTRELA EIRELI 0410,FARMACIA ESTRELA,14,MG,1,2025-08-03 13:58:19,50
10411,29214038000149,DROGARIA IDEAL COMERCIO LTDA 0411,DROGARIA IDEAL,8,GO,0,2021-10-19 15:11:40,30
10412,42562761000187,COMERCIAL CENTRAL LTDA 0412,COMERCIAL CENTRAL,5,GO,0,2026-07-11 08:28:35,40
10413,12977102000140,DROGA AURORA ME 0413,DROGA AURORA,13,MG,0,2017-01-02 05:38:19,40
10414,36367443000162,FARMACIA ESTRELA LTDA 0414,FARMACIA ESTRELA,1,MG,0,2020-12-27 21:05:55,40
10415,31387158000190,DROGARIA ESPERANCA EIRELI 0415,DROGARIA ESPERANCA,5,MG,,2023-12-11 12:35:42,10
10416,88916982000107,FARMA CENTRAL ME 0416,FARMA CENTRAL,6,GO,0,2016-05-20 23:58:24,30
10417,50517193000120,DROGA IDEAL COMERCIO LTDA 0417,DROGA IDEAL,15,MG,0,2023-01-03 13:11:28,40
10418,43249559000162,REDE SAUDE EIRELI 0418,REDE SAUDE,3,MG,0,2017-06-19 12:04:34,30
10419,40890457000133,DROGA SANTA CLARA ME 0419,DROGA SANTA,13,MG,0,2019-07-17 13:57:08,20
10420,15069668000162,DROGARIA BOM PRECO COMERCIO LTDA 0420,DROGARIA BOM,4,MG,0,2019-12-25 08:44:40,30
10421,82556831000109,FARMA PLANALTO LTDA 0421,FARMA PLANALTO,9,GO,1,2017-03-13 10:48:46,40
10422,04566531000105,DROGA ESTRELA ME 0422,DROGA ESTRELA,9,MG,0,2024-04-27 18:24:03,40
10423,99162343000110,COMERCIAL HORIZONTE ME 0423,COMERCIAL HORIZONTE,10,MG,0,2019-10-01 12:11:07,50
10424,67923380000107,FARMACIA POPULAR COMERCIO LTDA 0424,FARMACIA POPULAR,4,MG,0,2025-01-22 00:55:23,40
10425,02304355000108,COMERCIAL ESTRELA LTDA 0425,COMERCIAL ESTRELA,6,MG,0,2025-04-26 15:37:13,40
10426,53272183000160,COMERCIAL IDEAL LTDA 0426,COMERCIAL IDEAL,11,MG,0,2021-12-01 15:34:20,40
10427,00595465000132,REDE NOVA ERA EIRELI 0427,REDE NOVA,9,GO,1,2017-07-13 04:36:38,10
10428,53576267000198,COMERCIAL BOM PRECO EIRELI 0428,COMERCIAL BOM,6,MG,0,2019-03-10 17:29:28,
10429,56181243000128,FARMACIA VIDA ME 0429,FARMACIA VIDA,9,GO,0,2016-01-16 05:00:28,40
10430,37934542000141,FARMACIA HORIZONTE LTDA 0430,FARMACIA HORIZONTE,5,MG,1,2016-08-12 20:51:50,40
10431,17491003000178,REDE IDEAL COMERCIO LTDA 0431,REDE IDEAL,12,MG,0,2019-01-26 10:25:53,10
10432,63174652000162,FARMACIA POPULAR LTDA 0432,FARMACIA POPULAR,18,MG,0,2016-11-20 14:15:24,40
10433,02680460000133,FARMA HORIZONTE COMERCIO LTDA 0433,FARMA HORIZONTE,10,MG,0,2016-03-27 10:00:22,40
10434,96354188000145,REDE POPULAR ME 0434,REDE POPULAR,14,MG,0,2024-06-21 10:14:21,40
10435,68884397000165,COMERCIAL POPULAR COMERCIO LTDA 0435,COMERCIAL POPULAR,11,MG,0,2020-04-03 22:57:07,40
10436,91711765000195,COMERCIAL AURORA EIRELI 0436,COMERCIAL AURORA,15,MG,0,2026-03-14 23:40:04,30
10437,39623280000120,REDE BOM PRECO ME 0437,REDE BOM,5,MG,0,2025-11-13 18:17:51,40
10438,62919234000194,REDE CENTRAL LTDA 0438,REDE CENTRAL,14,MG,0,2018-11-19 15:10:24,
10439,73407688000100,FARMACIA NOVA ERA ME 0439,FARMACIA NOVA,17,MG,0,2015-07-08 22:01:50,10
10440,37224143000197,DROGA ESPERANCA EIRELI 0440,DROGA ESPERANCA,6,MG,0,2016-04-30 08:15:04,40
10441,75823067000125,DROGA POPULAR EIRELI 0441,DROGA POPULAR,9,GO,0,2022-12-06 01:00:58,30
10442,39653463000198,COMERCIAL PLANALTO EIRELI 0442,COMERCIAL PLANALTO,4,GO,0,2022-02-01 15:37:21,40
10443,47080351000113,COMERCIAL NOVA ERA LTDA 0443,COMERCIAL NOVA,3,GO,0,2019-09-12 22:50:38,50
10444,68228697000196,COMERCIAL BOM PRECO ME 0444,COMERCIAL BOM,9,GO,0,2023-05-26 17:19:04,30
10445,43890414000146,COMERCIAL PRIME LTDA 0445,COMERCIAL PRIME,6,MG,1,2018-01-14 22:19:27,40
10446,63711537000180,DROGARIA CENTRAL EIRELI 0446,DROGARIA CENTRAL,1,MG,0,2020-10-08 16:21:48,
10447,77243019000193,REDE REAL LTDA 0447,REDE REAL,7,MG,0,2022-10-25 07:56:55,40
